abbreviation,location,location_name,population
NA,34029,Ocean County,607186
NA,34031,Passaic County,501826
NA,34033,Salem County,62385
NA,34035,Somerset County,328934
NA,34037,Sussex County,140488
NA,34039,Union County,556341
NA,34041,Warren County,105267
NA,35001,Bernalillo County,679121
NA,35003,Catron County,3527
NA,35005,Chaves County,64615
NA,35006,Cibola County,26675
NA,35007,Colfax County,11941
NA,35009,Curry County,48954
NA,35011,De Baca County,1748
NA,35013,Dona Ana County,218195
NA,35015,Eddy County,58460
NA,35017,Grant County,26998
NA,35019,Guadalupe County,4300
NA,35021,Harding County,625
NA,35023,Hidalgo County,4198
NA,35025,Lea County,71070
NA,35027,Lincoln County,19572
NA,35028,Los Alamos County,19369
NA,35029,Luna County,23709
NA,35031,McKinley County,71367
NA,35033,Mora County,4521
NA,35035,Otero County,67490
NA,35037,Quay County,8253
NA,35039,Rio Arriba County,38921
NA,35041,Roosevelt County,18500
NA,35043,Sandoval County,146748
NA,35045,San Juan County,123958
NA,35047,San Miguel County,27277
NA,35049,Santa Fe County,150358
NA,35051,Sierra County,10791
NA,35053,Socorro County,16637
NA,35055,Taos County,32723
NA,35057,Torrance County,15461
NA,35059,Union County,4059
NA,35061,Valencia County,76688
NA,36001,Albany County,305506
NA,36003,Allegany County,46091
NA,36005,Bronx County,1418207
NA,36007,Broome County,190488
NA,36009,Cattaraugus County,76117
NA,36011,Cayuga County,76576
NA,36013,Chautauqua County,126903
NA,36015,Chemung County,83456
NA,36017,Chenango County,47207
NA,36019,Clinton County,80485
NA,36021,Columbia County,59461
NA,36023,Cortland County,47581
NA,36025,Delaware County,44135
NA,36027,Dutchess County,294218
NA,36029,Erie County,918702
NA,36031,Essex County,36885
NA,36033,Franklin County,50022
NA,36035,Fulton County,53383
NA,36037,Genesee County,57280
NA,36039,Greene County,47188
NA,36041,Hamilton County,4416
NA,36043,Herkimer County,61319
NA,36045,Jefferson County,109834
NA,36047,Kings County,2559903
NA,36049,Lewis County,26296
NA,36051,Livingston County,62914
NA,36053,Madison County,70941
NA,36055,Monroe County,741770
NA,36057,Montgomery County,49221
NA,36059,Nassau County,1356924
NA,36061,New York City County,1628706
NA,36063,Niagara County,209281
NA,36065,Oneida County,228671
NA,36067,Onondaga County,460528
NA,36069,Ontario County,109777
NA,36071,Orange County,384940
NA,36073,Orleans County,40352
NA,36075,Oswego County,117124
NA,36077,Otsego County,59493
NA,36079,Putnam County,98320
NA,36081,Queens County,2253858
NA,36083,Rensselaer County,158714
NA,36085,Richmond County,476143
NA,36087,Rockland County,325789
NA,36089,St. Lawrence County,107740
NA,36091,Saratoga County,229863
NA,36093,Schenectady County,155299
NA,36095,Schoharie County,30999
NA,36097,Schuyler County,17807
NA,36099,Seneca County,34016
NA,36101,Steuben County,95379
NA,36103,Suffolk County,1476601
NA,36105,Sullivan County,75432
NA,36107,Tioga County,48203
NA,36109,Tompkins County,102180
NA,36111,Ulster County,177573
NA,36113,Warren County,63944
NA,36115,Washington County,61204
NA,36117,Wayne County,89918
NA,36119,Westchester County,967506
NA,36121,Wyoming County,39859
NA,36123,Yates County,24913
NA,37001,Alamance County,169509
NA,37003,Alexander County,37497
NA,37005,Alleghany County,11137
NA,37007,Anson County,24446
NA,37009,Ashe County,27203
NA,37011,Avery County,17557
NA,37013,Beaufort County,46994
NA,37015,Bertie County,18947
NA,37017,Bladen County,32722
NA,37019,Brunswick County,142820
NA,37021,Buncombe County,261191
NA,37023,Burke County,90485
NA,37025,Cabarrus County,216453
NA,37027,Caldwell County,82178
NA,37029,Camden County,10867
NA,37031,Carteret County,69473
NA,37033,Caswell County,22604
NA,37035,Catawba County,159551
NA,37037,Chatham County,74470
NA,37039,Cherokee County,28612
NA,37041,Chowan County,13943
NA,37043,Clay County,11231
NA,37045,Cleveland County,97947
NA,37047,Columbus County,55508
NA,37049,Craven County,102139
NA,37051,Cumberland County,335509
NA,37053,Currituck County,27763
NA,37055,Dare County,37009
NA,37057,Davidson County,167609
NA,37059,Davie County,42846
NA,37061,Duplin County,58741
NA,37063,Durham County,321488
NA,37065,Edgecombe County,51472
NA,37067,Forsyth County,382295
NA,37069,Franklin County,69685
NA,37071,Gaston County,224529
NA,37073,Gates County,11562
NA,37075,Graham County,8441
NA,37077,Granville County,60443
NA,37079,Greene County,21069
NA,37081,Guilford County,537174
NA,37083,Halifax County,50010
NA,37085,Harnett County,135976
NA,37087,Haywood County,62317
NA,37089,Henderson County,117417
NA,37091,Hertford County,23677
NA,37093,Hoke County,55234
NA,37095,Hyde County,4937
NA,37097,Iredell County,181806
NA,37099,Jackson County,43938
NA,37101,Johnston County,209339
NA,37103,Jones County,9419
NA,37105,Lee County,61779
NA,37107,Lenoir County,55949
NA,37109,Lincoln County,86111
NA,37111,McDowell County,45756
NA,37113,Macon County,35858
NA,37115,Madison County,21755
NA,37117,Martin County,22440
NA,37119,Mecklenburg County,1110356
NA,37121,Mitchell County,14964
NA,37123,Montgomery County,27173
NA,37125,Moore County,100880
NA,37127,Nash County,94298
NA,37129,New Hanover County,234473
NA,37131,Northampton County,19483
NA,37133,Onslow County,197938
NA,37135,Orange County,148476
NA,37137,Pamlico County,12726
NA,37139,Pasquotank County,39824
NA,37141,Pender County,63060
NA,37143,Perquimans County,13463
NA,37145,Person County,39490
NA,37147,Pitt County,180742
NA,37149,Polk County,20724
NA,37151,Randolph County,143667
NA,37153,Richmond County,44829
NA,37155,Robeson County,130625
NA,37157,Rockingham County,91010
NA,37159,Rowan County,142088
NA,37161,Rutherford County,67029
NA,37163,Sampson County,63531
NA,37165,Scotland County,34823
NA,37167,Stanly County,62806
NA,37169,Stokes County,45591
NA,37171,Surry County,71783
NA,37173,Swain County,14271
NA,37175,Transylvania County,34385
NA,37177,Tyrrell County,4016
NA,37179,Union County,239859
NA,37181,Vance County,44535
NA,37183,Wake County,1111761
NA,37185,Warren County,19731
NA,37187,Washington County,11580
NA,37189,Watauga County,56177
NA,37191,Wayne County,123131
NA,37193,Wilkes County,68412
NA,37195,Wilson County,81801
NA,37197,Yadkin County,37667
NA,37199,Yancey County,18069
NA,38001,Adams County,2216
NA,38003,Barnes County,10415
NA,38005,Benson County,6832
NA,38007,Billings County,928
NA,38009,Bottineau County,6282
NA,38011,Bowman County,3024
NA,38013,Burke County,2115
NA,38015,Burleigh County,95626
NA,38017,Cass County,181923
NA,38019,Cavalier County,3762
NA,38021,Dickey County,4872
NA,38023,Divide County,2264
NA,38025,Dunn County,4424
NA,38027,Eddy County,2287
NA,38029,Emmons County,3241
NA,38031,Foster County,3210
NA,38033,Golden Valley County,1761
NA,38035,Grand Forks County,69451
NA,38037,Grant County,2274
NA,38039,Griggs County,2231
NA,38041,Hettinger County,2499
NA,38043,Kidder County,2480
NA,38045,LaMoure County,4046
NA,38047,Logan County,1850
NA,38049,McHenry County,5745
NA,38051,McIntosh County,2497
NA,38053,McKenzie County,15024
NA,38055,McLean County,9450
NA,38057,Mercer County,8187
NA,38059,Morton County,31364
NA,38061,Mountrail County,10545
NA,38063,Nelson County,2879
NA,38065,Oliver County,1959
NA,38067,Pembina County,6801
NA,38069,Pierce County,3975
NA,38071,Ramsey County,11519
NA,38073,Ransom County,5218
NA,38075,Renville County,2327
NA,38077,Richland County,16177
NA,38079,Rolette County,14176
NA,38081,Sargent County,3898
NA,38083,Sheridan County,1315
NA,38085,Sioux County,4230
NA,38087,Slope County,750
NA,38089,Stark County,31489
NA,38091,Steele County,1890
NA,38093,Stutsman County,20704
NA,38095,Towner County,2189
NA,38097,Traill County,8036
NA,38099,Walsh County,10641
NA,38101,Ward County,67641
NA,38103,Wells County,3834
NA,38105,Williams County,37589
NA,39001,Adams County,27698
NA,39003,Allen County,102351
NA,39005,Ashland County,53484
NA,39007,Ashtabula County,97241
NA,39009,Athens County,65327
NA,39011,Auglaize County,45656
NA,39013,Belmont County,67006
NA,39015,Brown County,43432
NA,39017,Butler County,383134
NA,39019,Carroll County,26914
NA,39021,Champaign County,38885
NA,39023,Clark County,134083
NA,39025,Clermont County,206428
NA,39027,Clinton County,41968
NA,39029,Columbiana County,101883
NA,39031,Coshocton County,36600
NA,39033,Crawford County,41494
NA,39035,Cuyahoga County,1235072
NA,39037,Darke County,51113
NA,39039,Defiance County,38087
NA,39041,Delaware County,209177
NA,39043,Erie County,74266
NA,39045,Fairfield County,157574
NA,39047,Fayette County,28525
NA,39049,Franklin County,1316756
NA,39051,Fulton County,42126
NA,39053,Gallia County,29898
NA,39055,Geauga County,93649
NA,39057,Greene County,168937
NA,39059,Guernsey County,38875
NA,39061,Hamilton County,817473
NA,39063,Hancock County,75783
NA,39065,Hardin County,31365
NA,39067,Harrison County,15040
NA,39069,Henry County,27006
NA,39071,Highland County,43161
NA,39073,Hocking County,28264
NA,39075,Holmes County,43960
NA,39077,Huron County,58266
NA,39079,Jackson County,32413
NA,39081,Jefferson County,65325
NA,39083,Knox County,62322
NA,39085,Lake County,230149
NA,39087,Lawrence County,59463
NA,39089,Licking County,176862
NA,39091,Logan County,45672
NA,39093,Lorain County,309833
NA,39095,Lucas County,428348
NA,39097,Madison County,44731
NA,39099,Mahoning County,228683
NA,39101,Marion County,65093
NA,39103,Medina County,179746
NA,39105,Meigs County,22907
NA,39107,Mercer County,41172
NA,39109,Miami County,106987
NA,39111,Monroe County,13654
NA,39113,Montgomery County,531687
NA,39115,Morgan County,14508
NA,39117,Morrow County,35328
NA,39119,Muskingum County,86215
NA,39121,Noble County,14424
NA,39123,Ottawa County,40525
NA,39125,Paulding County,18672
NA,39127,Perry County,36134
NA,39129,Pickaway County,58457
NA,39131,Pike County,27772
NA,39133,Portage County,162466
NA,39135,Preble County,40882
NA,39137,Putnam County,33861
NA,39139,Richland County,121154
NA,39141,Ross County,76666
NA,39143,Sandusky County,58518
NA,39145,Scioto County,75314
NA,39147,Seneca County,55178
NA,39149,Shelby County,48590
NA,39151,Stark County,370606
NA,39153,Summit County,541013
NA,39155,Trumbull County,197974
NA,39157,Tuscarawas County,91987
NA,39159,Union County,58988
NA,39161,Van Wert County,28275
NA,39163,Vinton County,13085
NA,39165,Warren County,234602
NA,39167,Washington County,59911
NA,39169,Wayne County,115710
NA,39171,Williams County,36692
NA,39173,Wood County,130817
NA,39175,Wyandot County,21772
NA,40001,Adair County,22194
NA,40003,Alfalfa County,5702
NA,40005,Atoka County,13758
NA,40007,Beaver County,5311
NA,40009,Beckham County,21859
NA,40011,Blaine County,9429
NA,40013,Bryan County,47995
NA,40015,Caddo County,28762
NA,40017,Canadian County,148306
NA,40019,Carter County,48111
NA,40021,Cherokee County,48657
NA,40023,Choctaw County,14672
NA,40025,Cimarron County,2137
NA,40027,Cleveland County,284014
NA,40029,Coal County,5495
NA,40031,Comanche County,120749
NA,40033,Cotton County,5666
NA,40035,Craig County,14142
NA,40037,Creek County,71522
NA,40039,Custer County,29003
NA,40041,Delaware County,43009
NA,40043,Dewey County,4891
NA,40045,Ellis County,3859
NA,40047,Garfield County,61056
NA,40049,Garvin County,27711
NA,40051,Grady County,55834
NA,40053,Grant County,4333
NA,40055,Greer County,5712
NA,40057,Harmon County,2653
NA,40059,Harper County,3688
NA,40061,Haskell County,12627
NA,40063,Hughes County,13279
NA,40065,Jackson County,24530
NA,40067,Jefferson County,6002
NA,40069,Johnston County,11085
NA,40071,Kay County,43538
NA,40073,Kingfisher County,15765
NA,40075,Kiowa County,8708
NA,40077,Latimer County,10073
NA,40079,Le Flore County,49853
NA,40081,Lincoln County,34877
NA,40083,Logan County,48011
NA,40085,Love County,10253
NA,40087,McClain County,40474
NA,40089,McCurtain County,32832
NA,40091,McIntosh County,19596
NA,40093,Major County,7629
NA,40095,Marshall County,16931
NA,40097,Mayes County,41100
NA,40099,Murray County,14073
NA,40101,Muskogee County,67997
NA,40103,Noble County,11131
NA,40105,Nowata County,10076
NA,40107,Okfuskee County,11993
NA,40109,Oklahoma County,797434
NA,40111,Okmulgee County,38465
NA,40113,Osage County,46963
NA,40115,Ottawa County,31127
NA,40117,Pawnee County,16376
NA,40119,Payne County,81784
NA,40121,Pittsburg County,43654
NA,40123,Pontotoc County,38284
NA,40125,Pottawatomie County,72592
NA,40127,Pushmataha County,11096
NA,40129,Roger Mills County,3583
NA,40131,Rogers County,92459
NA,40133,Seminole County,24258
NA,40135,Sequoyah County,41569
NA,40137,Stephens County,43143
NA,40139,Texas County,19983
NA,40141,Tillman County,7250
NA,40143,Tulsa County,651552
NA,40145,Wagoner County,81289
NA,40147,Washington County,51527
NA,40149,Washita County,10916
NA,40151,Woods County,8793
NA,40153,Woodward County,20211
NA,41001,Baker County,16124
NA,41003,Benton County,93053
NA,41005,Clackamas County,418187
NA,41007,Clatsop County,40224
NA,41009,Columbia County,52354
NA,41011,Coos County,64487
NA,41013,Crook County,24404
NA,41015,Curry County,22925
NA,41017,Deschutes County,197692
NA,41019,Douglas County,110980
NA,41021,Gilliam County,1912
NA,41023,Grant County,7199
NA,41025,Harney County,7393
NA,41027,Hood River County,23382
NA,41029,Jackson County,220944
NA,41031,Jefferson County,24658
NA,41033,Josephine County,87487
NA,41035,Klamath County,68238
NA,41037,Lake County,7869
NA,41039,Lane County,382067
NA,41041,Lincoln County,49962
NA,41043,Linn County,129749
NA,41045,Malheur County,30571
NA,41047,Marion County,347818
NA,41049,Morrow County,11603
NA,41051,Multnomah County,812855
NA,41053,Polk County,86085
NA,41055,Sherman County,1780
NA,41057,Tillamook County,27036
NA,41059,Umatilla County,77950
NA,41061,Union County,26835
NA,41063,Wallowa County,7208
NA,41065,Wasco County,26682
NA,41067,Washington County,601592
NA,41069,Wheeler County,1332
NA,41071,Yamhill County,107100
NA,42001,Adams County,103009
NA,42003,Allegheny County,1216045
NA,42005,Armstrong County,64735
NA,42007,Beaver County,163929
NA,42009,Bedford County,47888
NA,42011,Berks County,421164
NA,42013,Blair County,121829
NA,42015,Bradford County,60323
NA,42017,Bucks County,628270
NA,42019,Butler County,187853
NA,42021,Cambria County,130192
NA,42023,Cameron County,4447
NA,42025,Carbon County,64182
NA,42027,Centre County,162385
NA,42029,Chester County,524989
NA,42031,Clarion County,38438
NA,42033,Clearfield County,79255
NA,42035,Clinton County,38632
NA,42037,Columbia County,64964
NA,42039,Crawford County,84629
NA,42041,Cumberland County,253370
NA,42043,Dauphin County,278299
NA,42045,Delaware County,566747
NA,42047,Elk County,29910
NA,42049,Erie County,269728
NA,42051,Fayette County,129274
NA,42053,Forest County,7247
NA,42055,Franklin County,155027
NA,42057,Fulton County,14530
NA,42059,Greene County,36233
NA,42061,Huntingdon County,45144
NA,42063,Indiana County,84073
NA,42065,Jefferson County,43425
NA,42067,Juniata County,24763
NA,42069,Lackawanna County,209674
NA,42071,Lancaster County,545724
NA,42073,Lawrence County,85512
NA,42075,Lebanon County,141793
NA,42077,Lehigh County,369318
NA,42079,Luzerne County,317417
NA,42081,Lycoming County,113299
NA,42083,McKean County,40625
NA,42085,Mercer County,109424
NA,42087,Mifflin County,46138
NA,42089,Monroe County,170271
NA,42091,Montgomery County,830915
NA,42093,Montour County,18230
NA,42095,Northampton County,305285
NA,42097,Northumberland County,90843
NA,42099,Perry County,46272
NA,42101,Philadelphia County,1584064
NA,42103,Pike County,55809
NA,42105,Potter County,16526
NA,42107,Schuylkill County,141359
NA,42109,Snyder County,40372
NA,42111,Somerset County,73447
NA,42113,Sullivan County,6066
NA,42115,Susquehanna County,40328
NA,42117,Tioga County,40591
NA,42119,Union County,44923
NA,42121,Venango County,50668
NA,42123,Warren County,39191
NA,42125,Washington County,206865
NA,42127,Wayne County,51361
NA,42129,Westmoreland County,348899
NA,42131,Wyoming County,26794
NA,42133,York County,449058
NA,44001,Bristol County,48479
NA,44003,Kent County,164292
NA,44005,Newport County,82082
NA,44007,Providence County,638931
NA,44009,Washington County,125577
NA,45001,Abbeville County,24527
NA,45003,Aiken County,170872
NA,45005,Allendale County,8688
NA,45007,Anderson County,202558
NA,45009,Bamberg County,14066
NA,45011,Barnwell County,20866
NA,45013,Beaufort County,192122
NA,45015,Berkeley County,227907
NA,45017,Calhoun County,14553
NA,45019,Charleston County,411406
NA,45021,Cherokee County,57300
NA,45023,Chester County,32244
NA,45025,Chesterfield County,45650
NA,45027,Clarendon County,33745
NA,45029,Colleton County,37677
NA,45031,Darlington County,66618
NA,45033,Dillon County,30479
NA,45035,Dorchester County,162809
NA,45037,Edgefield County,27260
NA,45039,Fairfield County,22347
NA,45041,Florence County,138293
NA,45043,Georgetown County,62680
NA,45045,Greenville County,523542
NA,45047,Greenwood County,70811
NA,45049,Hampton County,19222
NA,45051,Horry County,354081
NA,45053,Jasper County,30073
NA,45055,Kershaw County,66551
NA,45057,Lancaster County,98012
NA,45059,Laurens County,67493
NA,45061,Lee County,16828
NA,45063,Lexington County,298750
NA,45065,McCormick County,9463
NA,45067,Marion County,30657
NA,45069,Marlboro County,26118
NA,45071,Newberry County,38440
NA,45073,Oconee County,79546
NA,45075,Orangeburg County,86175
NA,45077,Pickens County,126884
NA,45079,Richland County,415759
NA,45081,Saluda County,20473
NA,45083,Spartanburg County,319785
NA,45085,Sumter County,106721
NA,45087,Union County,27316
NA,45089,Williamsburg County,30368
NA,45091,York County,280979
NA,46003,Aurora County,2751
NA,46005,Beadle County,18453
NA,46007,Bennett County,3365
NA,46009,Bon Homme County,6901
NA,46011,Brookings County,35077
NA,46013,Brown County,38839
NA,46015,Brule County,5297
NA,46017,Buffalo County,1962
NA,46019,Butte County,10429
NA,46021,Campbell County,1376
NA,46023,Charles Mix County,9292
NA,46025,Clark County,3736
NA,46027,Clay County,14070
NA,46029,Codington County,28009
NA,46031,Corson County,4086
NA,46033,Custer County,8972
NA,46035,Davison County,19775
NA,46037,Day County,5424
NA,46039,Deuel County,4351
NA,46041,Dewey County,5892
NA,46043,Douglas County,2921
NA,46045,Edmunds County,3829
NA,46047,Fall River County,6713
NA,46049,Faulk County,2299
NA,46051,Grant County,7052
NA,46053,Gregory County,4185
NA,46055,Haakon County,1899
NA,46057,Hamlin County,6164
NA,46059,Hand County,3191
NA,46061,Hanson County,3453
NA,46063,Harding County,1298
NA,46065,Hughes County,17526
NA,46067,Hutchinson County,7291
NA,46069,Hyde County,1301
NA,46071,Jackson County,3344
NA,46073,Jerauld County,2013
NA,46075,Jones County,903
NA,46077,Kingsbury County,4939
NA,46079,Lake County,12797
NA,46081,Lawrence County,25844
NA,46083,Lincoln County,61128
NA,46085,Lyman County,3781
NA,46087,McCook County,5586
NA,46089,McPherson County,2379
NA,46091,Marshall County,4935
NA,46093,Meade County,28332
NA,46095,Mellette County,2061
NA,46097,Miner County,2216
NA,46099,Minnehaha County,193134
NA,46101,Moody County,6576
NA,46102,Oglala Lakota County,14177
NA,46103,Pennington County,113775
NA,46105,Perkins County,2865
NA,46107,Potter County,2153
NA,46109,Roberts County,10394
NA,46111,Sanborn County,2344
NA,46115,Spink County,6376
NA,46117,Stanley County,3098
NA,46119,Sully County,1391
NA,46121,Todd County,10177
NA,46123,Tripp County,5441
NA,46125,Turner County,8384
NA,46127,Union County,15932
NA,46129,Walworth County,5435
NA,46135,Yankton County,22814
NA,46137,Ziebach County,2756
NA,47001,Anderson County,76978
NA,47003,Bedford County,49713
NA,47005,Benton County,16160
NA,47007,Bledsoe County,15064
NA,47009,Blount County,133088
NA,47011,Bradley County,108110
NA,47013,Campbell County,39842
NA,47015,Cannon County,14678
NA,47017,Carroll County,27767
NA,47019,Carter County,56391
NA,47021,Cheatham County,40667
NA,47023,Chester County,17297
NA,47025,Claiborne County,31959
NA,47027,Clay County,7615
NA,47029,Cocke County,36004
NA,47031,Coffee County,56520
NA,47033,Crockett County,14230
NA,47035,Cumberland County,60520
NA,47037,Davidson County,694144
NA,47039,Decatur County,11663
NA,47041,DeKalb County,20490
NA,47043,Dickson County,53948
NA,47045,Dyer County,37159
NA,47047,Fayette County,41133
NA,47049,Fentress County,18523
NA,47051,Franklin County,42208
NA,47053,Gibson County,49133
NA,47055,Giles County,29464
NA,47057,Grainger County,23320
NA,47059,Greene County,69069
NA,47061,Grundy County,13427
NA,47063,Hamblen County,64934
NA,47065,Hamilton County,367804
NA,47067,Hancock County,6620
NA,47069,Hardeman County,25050
NA,47071,Hardin County,25652
NA,47073,Hawkins County,56786
NA,47075,Haywood County,17304
NA,47077,Henderson County,28117
NA,47079,Henry County,32345
NA,47081,Hickman County,25178
NA,47083,Houston County,8201
NA,47085,Humphreys County,18582
NA,47087,Jackson County,11786
NA,47089,Jefferson County,54495
NA,47091,Johnson County,17788
NA,47093,Knox County,470313
NA,47095,Lake County,7016
NA,47097,Lauderdale County,25633
NA,47099,Lawrence County,44142
NA,47101,Lewis County,12268
NA,47103,Lincoln County,34366
NA,47105,Loudon County,54068
NA,47107,McMinn County,53794
NA,47109,McNairy County,25694
NA,47111,Macon County,24602
NA,47113,Madison County,97984
NA,47115,Marion County,28907
NA,47117,Marshall County,34375
NA,47119,Maury County,96387
NA,47121,Meigs County,12422
NA,47123,Monroe County,46545
NA,47125,Montgomery County,208993
NA,47127,Moore County,6488
NA,47129,Morgan County,21403
NA,47131,Obion County,30069
NA,47133,Overton County,22241
NA,47135,Perry County,8076
NA,47137,Pickett County,5048
NA,47139,Polk County,16832
NA,47141,Putnam County,80245
NA,47143,Rhea County,33167
NA,47145,Roane County,53382
NA,47147,Robertson County,71813
NA,47149,Rutherford County,332285
NA,47151,Scott County,22068
NA,47153,Sequatchie County,15026
NA,47155,Sevier County,98250
NA,47157,Shelby County,937166
NA,47159,Smith County,20157
NA,47161,Stewart County,13715
NA,47163,Sullivan County,158348
NA,47165,Sumner County,191283
NA,47167,Tipton County,61599
NA,47169,Trousdale County,11284
NA,47171,Unicoi County,17883
NA,47173,Union County,19972
NA,47175,Van Buren County,5872
NA,47177,Warren County,41277
NA,47179,Washington County,129375
NA,47181,Wayne County,16673
NA,47183,Weakley County,33328
NA,47185,White County,27345
NA,47187,Williamson County,238412
NA,47189,Wilson County,144657
NA,48001,Anderson County,57735
NA,48003,Andrews County,18705
NA,48005,Angelina County,86715
NA,48007,Aransas County,23510
NA,48009,Archer County,8553
NA,48011,Armstrong County,1887
NA,48013,Atascosa County,51153
NA,48015,Austin County,30032
NA,48017,Bailey County,7000
NA,48019,Bandera County,23112
NA,48021,Bastrop County,88723
NA,48023,Baylor County,3509
NA,48025,Bee County,32565
NA,48027,Bell County,362924
NA,48029,Bexar County,2003554
NA,48031,Blanco County,11931
NA,48033,Borden County,654
NA,48035,Bosque County,18685
NA,48037,Bowie County,93245
NA,48039,Brazoria County,374264
NA,48041,Brazos County,229211
NA,48043,Brewster County,9203
NA,48045,Briscoe County,1546
NA,48047,Brooks County,7093
NA,48049,Brown County,37864
NA,48051,Burleson County,18443
NA,48053,Burnet County,48155
NA,48055,Caldwell County,43664
NA,48057,Calhoun County,21290
NA,48059,Callahan County,13943
NA,48061,Cameron County,423163
NA,48063,Camp County,13094
NA,48065,Carson County,5926
NA,48067,Cass County,30026
NA,48069,Castro County,7530
NA,48071,Chambers County,43837
NA,48073,Cherokee County,52646
NA,48075,Childress County,7306
NA,48077,Clay County,10471
NA,48079,Cochran County,2853
NA,48081,Coke County,3387
NA,48083,Coleman County,8175
NA,48085,Collin County,1034730
NA,48087,Collingsworth County,2920
NA,48089,Colorado County,21493
NA,48091,Comal County,156209
NA,48093,Comanche County,13635
NA,48095,Concho County,2726
NA,48097,Cooke County,41257
NA,48099,Coryell County,75951
NA,48101,Cottle County,1398
NA,48103,Crane County,4797
NA,48105,Crockett County,3464
NA,48107,Crosby County,5737
NA,48109,Culberson County,2171
NA,48111,Dallam County,7287
NA,48113,Dallas County,2635516
NA,48115,Dawson County,12728
NA,48117,Deaf Smith County,18546
NA,48119,Delta County,5331
NA,48121,Denton County,887207
NA,48123,DeWitt County,20160
NA,48125,Dickens County,2211
NA,48127,Dimmit County,10124
NA,48129,Donley County,3278
NA,48131,Duval County,11157
NA,48133,Eastland County,18360
NA,48135,Ector County,166223
NA,48137,Edwards County,1932
NA,48139,Ellis County,184826
NA,48141,El Paso County,839238
NA,48143,Erath County,42698
NA,48145,Falls County,17297
NA,48147,Fannin County,35514
NA,48149,Fayette County,25346
NA,48151,Fisher County,3830
NA,48153,Floyd County,5712
NA,48155,Foard County,1155
NA,48157,Fort Bend County,811688
NA,48159,Franklin County,10725
NA,48161,Freestone County,19717
NA,48163,Frio County,20306
NA,48165,Gaines County,21492
NA,48167,Galveston County,342139
NA,48169,Garza County,6229
NA,48171,Gillespie County,26988
NA,48173,Glasscock County,1409
NA,48175,Goliad County,7658
NA,48177,Gonzales County,20837
NA,48179,Gray County,21886
NA,48181,Grayson County,136212
NA,48183,Gregg County,123945
NA,48185,Grimes County,28880
NA,48187,Guadalupe County,166847
NA,48189,Hale County,33406
NA,48191,Hall County,2964
NA,48193,Hamilton County,8461
NA,48195,Hansford County,5399
NA,48197,Hardeman County,3933
NA,48199,Hardin County,57602
NA,48201,Harris County,4713325
NA,48203,Harrison County,66553
NA,48205,Hartley County,5576
NA,48207,Haskell County,5658
NA,48209,Hays County,230191
NA,48211,Hemphill County,3819
NA,48213,Henderson County,82737
NA,48215,Hidalgo County,868707
NA,48217,Hill County,36649
NA,48219,Hockley County,23021
NA,48221,Hood County,61643
NA,48223,Hopkins County,37084
NA,48225,Houston County,22968
NA,48227,Howard County,36664
NA,48229,Hudspeth County,4886
NA,48231,Hunt County,98594
NA,48233,Hutchinson County,20938
NA,48235,Irion County,1536
NA,48237,Jack County,8935
NA,48239,Jackson County,14760
NA,48241,Jasper County,35529
NA,48243,Jeff Davis County,2274
NA,48245,Jefferson County,251565
NA,48247,Jim Hogg County,5200
NA,48249,Jim Wells County,40482
NA,48251,Johnson County,175817
NA,48253,Jones County,20083
NA,48255,Karnes County,15601
NA,48257,Kaufman County,136154
NA,48259,Kendall County,47431
NA,48261,Kenedy County,404
NA,48263,Kent County,762
NA,48265,Kerr County,52600
NA,48267,Kimble County,4337
NA,48269,King County,272
NA,48271,Kinney County,3667
NA,48273,Kleberg County,30680
NA,48275,Knox County,3664
NA,48277,Lamar County,49859
NA,48279,Lamb County,12893
NA,48281,Lampasas County,21428
NA,48283,La Salle County,7520
NA,48285,Lavaca County,20154
NA,48287,Lee County,17239
NA,48289,Leon County,17404
NA,48291,Liberty County,88219
NA,48293,Limestone County,23437
NA,48295,Lipscomb County,3233
NA,48297,Live Oak County,12207
NA,48299,Llano County,21795
NA,48301,Loving County,169
NA,48303,Lubbock County,310569
NA,48305,Lynn County,5951
NA,48307,McCulloch County,7984
NA,48309,McLennan County,256623
NA,48311,McMullen County,743
NA,48313,Madison County,14284
NA,48315,Marion County,9854
NA,48317,Martin County,5771
NA,48319,Mason County,4274
NA,48321,Matagorda County,36643
NA,48323,Maverick County,58722
NA,48325,Medina County,51584
NA,48327,Menard County,2138
NA,48329,Midland County,176832
NA,48331,Milam County,24823
NA,48333,Mills County,4873
NA,48335,Mitchell County,8545
NA,48337,Montague County,19818
NA,48339,Montgomery County,607391
NA,48341,Moore County,20940
NA,48343,Morris County,12388
NA,48345,Motley County,1200
NA,48347,Nacogdoches County,65204
NA,48349,Navarro County,50113
NA,48351,Newton County,13595
NA,48353,Nolan County,14714
NA,48355,Nueces County,362294
NA,48357,Ochiltree County,9836
NA,48359,Oldham County,2112
NA,48361,Orange County,83396
NA,48363,Palo Pinto County,29189
NA,48365,Panola County,23194
NA,48367,Parker County,142878
NA,48369,Parmer County,9605
NA,48371,Pecos County,15823
NA,48373,Polk County,51353
NA,48375,Potter County,117415
NA,48377,Presidio County,6704
NA,48379,Rains County,12514
NA,48381,Randall County,137713
NA,48383,Reagan County,3849
NA,48385,Real County,3452
NA,48387,Red River County,12023
NA,48389,Reeves County,15976
NA,48391,Refugio County,6948
